2012-03-15,4.5664,4.1648
2012-03-16,5.5664,5.1648
2012-03-17,6.5664,6.1648
2012-08-09,7.4063,7.2757
2012-07-13,6.3271,7.811
2012-08-14,6.1629,0
2012-08-16,6.1629,5.93869
2012-08-22,7.3558,8.0617
2012-08-29,7.3620,7.7744
2012-10-05,6.4114,8.2798
2012-10-23,7.0964,7.1816
2012-11-20,7.2620,7.2369
